PublicationID,PublicationType,Title,Authors,CreationDate
323,Journal/ Revue scientifique ,In-Process Steam Cleaning of Ceramic Membranes Used in the Treatment of Oil Sands Produced Water,"Charbel Atallah/ Andr√© Tremblay, Saviz Mortazavi, Yves Thibault, Joanne Gamage McEvoy, Dominique Du",2019-03-12
324,Journal/ Revue scientifique ,Thermal stability of hydrophilic PEO-silane modified ceramic membranes,Charbel Atallah ,2019-03-04
325,Journal/ Revue scientifique ,Effects of Collectors and Frothers on Copper and Molybdenum Coarse Particle Recoveries ‚Äì A Statistical Approach,T. Di Feo,2019-03-01
326,Journal/ Revue scientifique ,"Iron and sulphur management options during Ni recovery from (bio)leaching of pyrrhotite tailings, Part 1:¬† mechanisms of¬† low-temperature transformation from goethite and jarosite to magnetic spinel.","Yves Thibault, Joanne Gamage McEvoy, Suzanne Beauchemin",2019-03-01
327,Journal/ Revue scientifique ,Chemical Forms of Mercury in Pyrite: Implications for Predicting Mercury Releases in Acid Mine Drainage Settings,Dogan Paktunc,2019-02-27
328,Journal/ Revue scientifique ,Kinetics and mechanisms of the carbothermic reduction of chromite in the presence of nickel,Dogan Paktunc,2019-02-27
329,Journal/ Revue scientifique ,Effect of Collectors and Frothers onCopper and Molybdenum Coarse Particle Recoveries - A Statistical Approach ,"Tony Di Feo, Rolando Lastra",2019-02-06
330,Journal/ Revue scientifique ,3D FREE FALL ROCK SIZE SENSOR,Magella Bilodeau,2019-01-21
331,Journal/ Revue scientifique ,Comparison of Environmental Impacts of Deep-Sea Tailings Placement versus On-land Disposal,Y.T. John Kwong,2019-01-16
332,Journal/ Revue scientifique ,Method Development for Determining the Removal of Metals from the Water Column under Transformation/Dissolution Conditions for Chronic Hazard Classification ,"Philippa Huntsman, Rob Beaudoin",2019-01-14
333,Journal/ Revue scientifique ,Weight‚Äêof‚ÄêEvidence Approach for Assessing Removal of Metals from the Water Column for Chronic Environmental Hazard Classification,Philippa Huntsman ,2018-11-05
334,Journal/ Revue scientifique ,Surface modified multi-lumen tubular membranes for SAGD produced water treatment,"Charbel Atallah, Saviz Mortazavi",2018-10-10
335,Journal/ Revue scientifique ,Impact of crystal chemistry properties on the collector-mineral interactions observed for REE orthophosphates and oxides ,"Joanne Gamage McEvoy, Yves Thibault",2018-07-09
336,Journal/ Revue scientifique ,Selective removal of uranium from rare earth leachate using functionalized magnetic solid-phase extraction,Laurence Whitty Leveill√©,2018-06-25
337,Journal/ Revue scientifique ,Controlled dissolution experiments in the rare earth orthophosphate system: investigating fractionation pathways during caustic alkali cracking,"Yves Thibault, Joanne Gamage McEvoy",2018-05-10
338,Journal/ Revue scientifique ,"Geochemical stability of acid-generating pyrrhotite tailings, 4 to 5 years after addition of oxygen-consuming organic covers","Suzanne Beauchemin, Sean Langley, Joyce Clemente, Yves Thibault",2018-03-28
339,Journal/ Revue scientifique ,A comparative evaluation of the influences of alkali fluxes on direct reduction of chromite for ferrochrome production,"Dogan Paktunc, Yves Thibault, Samira Sokhanvaran, Dawei Yu",2018-02-21
340,Journal/ Revue scientifique ,Carbothermic Reduction of Chromite Fluxed with Spent Potlining ,Dawei Yu ,2018-01-03
341,Journal/ Revue scientifique ,Direct Production of Ferrochrome by Segregation Reduction of Chromite in the Presence of CAc12: II.  Reduction by Charcoal and Petroleum Coke and the Segregation Reduction Mechanism,"Dawei Yu, Dogan Paktunc",2017-11-01
342,Journal/ Revue scientifique ,Direct Production of Ferrochrome by Segregation Reduction of Chromite in the Presence of CaC12_I. Reduction by Graphite,"Dawei Yu, Dogan Paktunc",2017-11-01
343,Journal/ Revue scientifique ,Behaviour of the rare earths during goethite (Œ±-FeOOH) precipitation from sulphate-based solutions ,"J.E. Dutrizac, C. Soriano",2017-10-26
344,Journal/ Revue scientifique ,Rapid and Selective Leachin of Actinides and Rare Earth Elements from Rare Earth-Bearing Minerals and Ores,"Laurence Whitty L√©veill√©, Nicolas Reynier, Dominic Lariviere",2017-10-24
345,Journal/ Revue scientifique ,Atmospheric deposition of metal-bound dusts at mine sites ‚Äì understanding the contribution of snowmelt as a source of metals into lakes in the Val d‚ÄôOr mining region  ,Carrie Rickwood ,2017-10-18
346,Journal/ Revue scientifique ,Selenate versus Selenite ‚Äì uptake into algae and trophic-transfer to Daphnia magna. ,Carrie Rickwood ,2017-10-18
347,Journal/ Revue scientifique ,Assessing the long-term ecosystem productivity benefits and potential impacts of forests re-established on a mine tailings site ,"Suzanne Beauchemin, Sean Langley, Bryan Tisch",2017-09-27
348,Journal/ Revue scientifique ,Rapid and Selective Leaching of Actinides and Rare Earth Elements from Rare Earth-Bearing Minerals ,"Laurence Whitty L√©veill√©, Nicolas Reynier, Dominic Lariviere",2017-09-25
349,Journal/ Revue scientifique ,Transformations/Dissolution Characterization of Tungsten and Tungsten Compoiunds for Aquatic Hazard Classification.,"Philippa Huntsman-Mapila, J. Skeaff, M. Pawlak, R. Beaudoin",2017-08-28
350,Journal/ Revue scientifique ,Kinetics and Mechanisms of the Carbothermic Reduction of Chromite in the Presence of Nickel,"Dawei Yu, Dogan Paktunc",2017-07-10
351,Journal/ Revue scientifique ,Aqueous solubility of Cr(VI) compounds in ferrochrome bag filter dust and the implications thereof,Dogan Paktunc,2017-04-26
352,Journal/ Revue scientifique ,Potential Consequences of Climate Change on  the Geochemistry and Biology at Canadian Metal Mines South of 60o Latitude ,Joyce Clemente,2017-03-16
353,Journal/ Revue scientifique ,Silane Surface Modified Ceramic Membranes for the Treatment and Recycling of SAGD Produced Water ,Saviz Mortazavi,2017-01-30
354,Journal/ Revue scientifique ,Thermal stability of hydrophilic PEO-silane modified ceramic membranes,Saviz Mortazavi,2017-01-30
355,Journal/ Revue scientifique ,Characterization of fouling processes in ceramic membranes used for the recovery and recycle of oil sands produced water ,Yves Thibault,2017-01-06
356,Journal/ Revue scientifique ,Water Recycle in Gold Nickel and Copper Minerals Flotation,Maziar Sauber,2017-01-06
357,Journal/ Revue scientifique ,Removal of Metals from the Water Column under Transformation/Dissolution Conditions for Chronic Hazard Classification. ,Philippa Huntsman-Mapila,2016-12-01
358,Journal/ Revue scientifique ,The behaviour of the rare earth elements during the precipitation of ferrihydrite from sulphate media,J.E. Dutrizac,2016-10-04
359,Journal/ Revue scientifique ,A recent advance in ultrasonic monitoring of rockbolt condition monitoring ,Ren√©e Royer,2016-07-05
360,Journal/ Revue scientifique ,A Holistic Approach of Green Mining Innovation in Tailings Reprocessing and Repurposing,Terry Cheng,2016-06-01
361,Journal/ Revue scientifique ,Impact of 6 years of organic cover on metal mobility in acidic tailings,Suzanne Beauchemin,2016-04-12
362,Journal/ Revue scientifique ,Characterization of leakage and air flow resistance in mine auxiliary ventilation ducts and their effect on running cost,Michelle Levesque,2016-03-02
363,Journal/ Revue scientifique ,"Initial Biochar Properties Related to the Removal of As, Se, Pb, Cd, Cu, Ni and Zn from an Acidic Suspension¬†","Joyce Clemente, Suzanne Beauchemin",2016-02-11
364,Journal/ Revue scientifique ,¬†Temperature Modeling of Cemented Radioactive Liquid Waste¬†,Fodhil Kassimi,2016-02-04
365,Journal/ Revue scientifique ,Flotation-Magnetic Separation Hybride Process for Concentration of Rare Earth Minerals Contained in a Carbonate Ore¬†,Tesfaye Negeri,2016-02-04
366,Journal/ Revue scientifique ,Low-pH Cementitious Matrices to Stabilize Cemented Radioactive Wastes¬†,Fodhil Kassimi,2016-02-04
367,Journal/ Revue scientifique ,Solidification of a Residue from a Process of Extraction/Recovery of Hazardous Elements from a Previous Cemented Radioactive Waste¬†,Fodhil Kassimi,2016-02-04
368,Journal/ Revue scientifique ,"CHARACTERIZATION, COMMINUTION, LEACHING AND ENCAPSULATION METHODS OF SURROGATE CEMENTED RADIOACTIVE WASTES¬†",Jean Fran√ßois Fiset,2016-02-02
369,Journal/ Revue scientifique ,"Natural Shear Stresses in Rock Masses: Example of the Campbell-Red Lake gold deposit, Superior Province, Ontario, Canada¬†",Denis Labrie,2016-02-02
370,Journal/ Revue scientifique ,An estimation of the variability in automated quantitative mineralogy measurements through inter laboratory testing,Rolando Lastra,2015-08-21
371,Journal/ Revue scientifique ,COMPARISON OF URANIUM RECOVERY BY ION EXCHANGE FROM SULFURIC ACID LIQUOR IN IODIDE AND CHLORIDE MEDIA,Nicolas Reynier,2015-07-14
372,Journal/ Revue scientifique ,"URANIUM, CESIUM, AND MERCURY LEACHING AND RECOVERY FROM CEMENTED RADIOACTIVE WASTES IN SULFURIC AND IODIDE MEDIA",Nicolas Reynier,2015-07-14
373,Journal/ Revue scientifique ,"Optimization and validation of a chemical process for uranium, mercury and cesium leaching from cemented radioactive wastes.",Nicholas Reynier,2015-06-10
374,Journal/ Revue scientifique ,Addressing the International Maritime Organisation Hazard Classification Requirements for Metals and Metal Compounds,Philippa Huntsman-Mapila,2015-05-06
375,Journal/ Revue scientifique ,Bulk and micsro-scale inorganic composition of biochars and wood ash,Joyce Clemente,2015-04-30
376,Journal/ Revue scientifique ,Adapting the Freshwater Transformation/Dissolution Protocol for Metals and Metal Compounds to Marine Systems: A Response to International Maritime Organization Hazard Classification,"Huntsman-Mapila, Philippa",2015-04-07
377,Journal/ Revue scientifique ,Redox stability of aged biogenic iron oxide (BIOS),Sean Langley,2015-04-01
378,Journal/ Revue scientifique ,Managing Long-term Orphaned Mine Liabilities:  Exploring the Relinquishment of Closed Sites,"Tremblay, Gilles",2015-03-23
379,Journal/ Revue scientifique ,Presentation,"Tisch, Bryan",2015-03-06
380,Journal/ Revue scientifique ,Phase Transformations in the Fe-As04-SO4 System and Structure of Amorphouse Ferric Arsenate: Implications for Arsenic Stabilization in Mine Drainage and Industrial Effluents,"Paktunc, Dogan",2015-03-02
381,Journal/ Revue scientifique ,Development of Waterborne Selenium Screening Guidelines for Freshwater Systems,"Rickwood, Carrie",2015-01-16
382,Journal/ Revue scientifique ,"Biochars as metal ""sorbents"" for mine waste management","Beauchemin, Suzanne",2015-01-15
383,Journal/ Revue scientifique ,Investigation into the Fate and Effects of Selenium on the Benthic Invertebrate (Chironomus dilutus),"Rickwood, Carrie",2014-11-28
384,Journal/ Revue scientifique ,Revisiting the wavelength-dispersive M emission spectra of the lanthanides for the electron probe X-ray microanalysis of minor to trace concentrations at optimal spatial resolution,"Thibault, Yves",2014-08-29
385,Journal/ Revue scientifique ,"Synthesis, characterization and thermodynamics of arsenates forming in the Ca-Fe(III)-As(V)-NO3 system: Implications on the stability of Ca-Fe arsenates","Paktunc, Dogan",2014-07-31
386,Journal/ Revue scientifique ,"Root length of aquatic plant, Lemna minor L., as an optimal endpoint for biomonitoring of mining effluents","Vigneault, Bernard",2014-07-22
387,Journal/ Revue scientifique ,Noise and vibration: Workers Exposure in Quebec Underground Mines,"Leblanc, Gilles",2014-06-02
388,Journal/ Revue scientifique ,Metal Leaching in Mine Tailings: Short-term Impact of Biochar and Wood Ash Amendments,"Beauchemin, Suzanne",2014-04-17
389,Journal/ Revue scientifique ,"Transformation/Dissolution Examination of Tungsten and Tungsten Compounds, with Speciation of the T/D Solutions",J.M. Skeaff,2014-02-13
390,Journal/ Revue scientifique ,"""Zinc in House Dust: Speciation, Bioaccessibility and Impact of Humidity """,S. Beauchemin,2013-12-18
391,Journal/ Revue scientifique ,Assessing the fate and toxicity of Thallium I and Thallium III to Three Aquatic Organisms,C.J. Rickwood,2013-10-24
392,Journal/ Revue scientifique ,Noise and Vibration:  Mine Workers Exposure in Quebec Underground Mines,M. Laflamme,2013-10-08
393,Journal/ Revue scientifique ,Transformation/Dissolution Examination of a Nickel Matte and Concentrates for Acute and Chronic Hazard Classification,J.M. Skeaff,2013-10-02
394,Journal/ Revue scientifique ,T/D Nickel Concentrates ... (CR),"Skeaff, Jim",2013-09-13
395,Journal/ Revue scientifique ,Arsenic¬†Speciation¬†and¬†the¬†Controls on its Release in¬†Contaminated Sediments¬†and Corresponding Toxicological Effects,Tyler Nash,2013-06-10
396,Journal/ Revue scientifique ,Adaptation of the freshwater transformation/dissolution protocol to marine systems,P. Huntsman-Mapila,2013-05-17
397,Journal/ Revue scientifique ,Mineralogical Characterizationn of Sieved and Unsieved Samples,R. Lastra and W. Petruk,2013-05-01
398,Other Publication/ Autres publications,CIM President's Note: Back to the Future: One to Grow On,Janice Zinck,2021-09-01
399,Other Publication/ Autres publications,Cr(VI) in ferrochrome smelter dusts from pilot-scale DC arc furnace,"Eleanor. J. Berryman, Dogan Paktunc, and David Kingston",2020-04-30
400,Other Publication/ Autres publications,Treatment and Recycling of Mining Wastewaters Using a Hybrid Electrocoagulation-Ceramic Membrane Filtration Process,"Charbel Atallah, S. Mosadeghsedghi, M. Hudder,  M. Mostajeran, K. Volchek, S. Mortazavi",2020-02-17
401,Other Publication/ Autres publications,Turning Waste to Value: Selective Recovery of Rare Earth Elements from Coal Fly Ash with Ion Exchange Technologies,"Mehdi Mostajeran, Jean-Michel Bondy and Rory Cameron",2020-01-06
402,Other Publication/ Autres publications,REPROCESSING OF HISTORIC GOLD MINE TAILINGS IN NOVA SCOTIA USING CHLORIDE HYDROMETALLURGY,"Terry Cheng, Michael Parsons",2020-01-03
403,Other Publication/ Autres publications,Evaluating the transport and fate of metal bearing tailings dust,"Philippa Huntsman, Carrie Rickwood",2019-12-02
404,Other Publication/ Autres publications,Laboratory Investigation and Comparison of Direct Shear Testing Procedures using Induced Discontinuities in Sandstone,Steven Gaines,2019-11-13
405,Other Publication/ Autres publications,Reducing Tire Related Downtime - How tire stock management and fitment strategy impact truck availability,Emmalie Tomini,2019-10-28
406,Other Publication/ Autres publications,CIM President's Note: A Privilege and a Pleasure,Janice Zinck,2019-05-01
407,Other Publication/ Autres publications,The value of volunteering and networking,Janice Zinck,2019-04-17
408,Other Publication/ Autres publications,Leveraging our Technical Expertise,Janice Zinck,2019-04-03
409,Other Publication/ Autres publications,Ventilation benefits for using electric equipment in underground mines ‚Äì VOD system evaluation ,Gary Li,2019-04-03
410,Other Publication/ Autres publications,NRCan Driving Innovation,Janice Zinck,2019-04-02
411,Other Publication/ Autres publications,CIM President's Note: There must be a better way,Janice Zinck,2019-03-01
412,Other Publication/ Autres publications,"Campbell, P and W. Price 2018 How to Assess Potential Biological Effects of Subaqueous Disposal of Mine Tailings - Literature Review and REcommended Tools and Methodologies, MEND Report 2.19.1",Bill Price,2019-02-22
413,Other Publication/ Autres publications,CIM President's Note: Is there an upside to risk?,Janice Zinck,2019-02-01
414,Other Publication/ Autres publications,CIM President's Note: Building the Next Generation of Miners: A Call to Action,Janice Zinck,2018-12-01
415,Other Publication/ Autres publications,CIM President's Note: You are only as strong as your weakest link,Janice Zinck,2018-11-01
416,Other Publication/ Autres publications,Changing perceptions through greener mining,Janice Zinck,2018-10-23
417,Other Publication/ Autres publications,CIM President's Note: A Plan for Our Future,Janice Zinck,2018-08-01
418,Other Publication/ Autres publications,R√©sultat de l‚Äôutilisation d‚Äôun c√¢ble synth√©tique pour le hissage minier √† la mine Goldex - Addendum,Martin Cote,2018-07-19
419,Other Publication/ Autres publications,CIM President's Note: Back to the Future: Learning from Past Greats in Our Industry,Janice Zinck,2018-06-01
420,Other Publication/ Autres publications,"REE-3, a certified reference for an ore with rare earth elements and zirconium ",Maureen Leaver,2018-04-17
421,Other Publication/ Autres publications,New Test Method II  - Development of a Laboratory Procedure for Testing Ground Support in Shear,Ren√©e Royer,2018-03-20
422,Other Publication/ Autres publications,One Industry's Waste is Another Industry's Resource,Sean Langley and Suzanne Beauchemin,2017-12-07
423,Other Publication/ Autres publications,Summary of CMIN research at Vale 2016-2018: III Willows,"Bryan Tisch, Suzanne Beauchemin, Joyce Clemente, Sean Langley",2017-09-29
424,Other Publication/ Autres publications,Inventory of Technical Expertise for Chromite in Canada - Hatch ,Bryan Tisch ,2017-03-17
425,Other Publication/ Autres publications,Review of Environmental Practices for the Management of Cr (VI) in the Chromite Mining and Smelting Industry: relevance to the development of the Ring of fire - Hatch,Bryan Tisch ,2017-03-17
426,Other Publication/ Autres publications,The impact of duct friction factors and leakage in design of auxiliary ventilation systems,Michelle Levesque,2016-05-12
427,Other Publication/ Autres publications,"Innovation in Mine Water Management: Remote, Real-time Sensors for Water Quality Monitoring",Philippa Huntsman-Mapila,2016-04-22
428,Other Publication/ Autres publications,Development of Analytical Capabilities in Genomics and Application to the Study of Mine Tailings Reclamation,Sean Langley,2016-04-05
429,Other Publication/ Autres publications,Evaluation of different membrane separation processes for treatment of Acid Mine Drainage and Mine effluents,Saviz Mortazavi,2016-03-19
430,Other Publication/ Autres publications,Application of Ceramic Membranes in Treatment of Oil Sand Produced Water,Saviz Mortazavi,2016-03-18
431,Other Publication/ Autres publications,Preliminary Investigation on the Aerosolizable Fraction of Biochar¬†,Suzanne Beauchemin,2016-02-06
432,Other Publication/ Autres publications,Source and Distribution of Naturally Occurring Arsenic in Groundwater from Alberta‚Äôs Southern Oil Sands Regions¬†,Yves Thibault,2016-01-28
433,Other Publication/ Autres publications,¬†Reductive Dissolution of Arsenical Ferrihydrite by Bacteria¬†,Dogan Paktunc,2016-01-27
434,Other Publication/ Autres publications,Reductive Dissolution of Scorodite in the Presence of Shewanella sp. CN32 and Shewanella sp. ANA-3¬†,Dogan Paktunc,2016-01-27
435,Other Publication/ Autres publications,"The Mineral and Aqueous Evolution of Sulfur and Nickel with Weathering of Pyrrhotite in a Low Sulfide, Granitic Waste Rock¬†",Dogan Paktunc,2016-01-27
436,Other Publication/ Autres publications,Comments on the paper entitled ‚ÄúRadionuclide release from simulated waste material after biogeochemical leaching of uraniferous mineral sample,Nand Dav√©,2015-11-09
437,Other Publication/ Autres publications,Comments on the paper entitled ‚ÄúRadionuclide release from simulated waste material after biogeochemical leaching of uraniferous mineral samples‚Äù ,Nand Dav√©,2015-09-11
438,Other Publication/ Autres publications,Biological Recovery of Freshwater and Marine Habitats Containing Submerged Mine Tailings,Nand Dave,2015-06-25
439,Other Publication/ Autres publications,The Assessment Of Specialized Clothing Worn By Underground Miners And Its Heat Stress Management Implications,Stephen Hardcastle,2015-06-18
440,Other Publication/ Autres publications,Sequential Extraction of Radium from Uranium Mine Tailings,J.F. Fiset,2015-05-08
441,Other Publication/ Autres publications,Mounting of Co cathode sections in Epofix for T/D examination,"Huntsman-Mapila, Philippa",2015-02-17
442,Other Publication/ Autres publications,Proposal for a Four Year Production Plan for Canadian Certified Reference Materials Project,"Leaver, Maureen",2015-01-13
443,Other Publication/ Autres publications,Potential of Biochar for Reclaiming Mine Tailings: Summary Report of the Basic Properties of Thirteen Biochars,"Beauchemin, Suzanne",2014-04-17
444,Other Publication/ Autres publications,REE-1:  Preparation of a Certified Reference Material,"Leaver, Maureen",2014-04-03
445,Poster/Affiche ,Lichens as dust and air quality biomonitors at a contaminated mine site in Nova Scotia,"Michael Smith, Linda Campbell (Saint Mary's University), Gauri Prabhakar (CMIN",2020-10-29
446,Poster/Affiche ,Stability of Ring of Fire Slag and its Potential as a Construction Material,Dogan Paktunc,2020-09-01
447,Poster/Affiche ,Understanding Cr oxidation in ferrochrome smelter dusts,Eleanor Berryman,2020-01-28
448,Poster/Affiche ,Stability of Ring of Fire slag and its potential as a construction material,"Eleanor Berryman, Dogan Paktunc, Tanai Marin",2020-01-06
449,Poster/Affiche ,Gallium ‚Äì Too Little to Keep or Too Much to Waste?,"Terry Cheng, Jennifer Evans",2020-01-03
450,Poster/Affiche ,Tracking Dust Under a Changing Climate: Investigating the environmental fate and effect of dust-bound metals from abandoned mine sites ,"Carrie Rickwood, Philippa Huntsman, Stephanie Desisto, Amy Cleaver, Heather Jamieson",2019-11-19
451,Poster/Affiche ,Use of remote sensors to monitor changes in water quality in a metal-contaminated stream,Carrie Rickwood,2019-11-19
452,Poster/Affiche ,Effects of tailings dust on surface water chemistry,"Amy Cleaver, Heather Jamieson, Carrie Rickwood, Philippa Huntsman",2019-10-29
453,Poster/Affiche ,Tracking water quality in a changing climate,"C. B. Miller, Philippa Huntsman, R. F. Bouwhuis, Carrie Rickwood",2019-10-28
454,Poster/Affiche ,Big Data and AI platform for mining,Michelle Levesque,2019-04-08
455,Poster/Affiche ,Design of a magnetic adsorbent bearing Schiff base ligand as a highly efficient removal technique for uranium in aqueous solutions,Laurence Whitty Leveill√©,2019-02-27
456,Poster/Affiche ,Machine Learning for Microseismic Event Classification,Todd McDonald,2019-02-06
457,Poster/Affiche ,Use of Data Analytical Tools in Techno-economic Assessment (TEA) on Tailings Reprocessing Options based on Published Mine Data,Terry Cheng,2019-02-06
458,Poster/Affiche ,AI FOR IMPROVING THE EXPLORATION TO PRODUCTION PROCESS IN MINING ,Michelle Levesque,2019-02-05
459,Poster/Affiche ,APPLICATION OF EMERGING DIGITAL TECHNOLOGIES IN THE MINING SECTOR,Michelle Levesque,2019-02-05
460,Poster/Affiche ,Design of a magnetic adsorbent bearing schiff base ligand as a highly efficient removal technique for uranium in leaching solutions,"Laurence Whitty-Leveille, Nicolas Reynier, Dominic Lariviere",2019-01-17
461,Poster/Affiche ,Separation of Lanthanides and Actinides Using Ion Exchange from Sulfate and Nitric REE leachate,"Maxime Courchesne, Cheryl Laviolette, Nicolas Reynier, Dominic Lariviere",2019-01-17
462,Poster/Affiche ,Improving Energy Performance in the Mining Sector using the NRCan Benchmarking Program and Artificial Intelligence ,Michelle Levesque,2018-11-13
463,Poster/Affiche ,Selenate versus selenite - uptake by algae and trophic-transfer to Daphnia magna,"Rickwood, Carrie; King, Morgan; Suominen, Emily; Prabhakar, Gauri",2018-11-07
464,Poster/Affiche ,Impacts of water Table Level on Mine Waste Management Using a Saturated Cover,"Nicolas Reynier, Roselyne Gagne-Turcotte",2018-10-30
465,Poster/Affiche ,Gold Recovery and Liability Reduction from Reprocessing Historical Mine Tailings in Nova Scotia,"Terry Cheng, Michael Parsons",2018-09-11
466,Poster/Affiche ,Green processing of Canadian REE ores by combining attrition and lixiviation,"Nicolas Reynier, Cheryl Laviolette, Magella Bilodeau, Andr√© Demers",2017-05-19
467,Poster/Affiche ,Removal of Metals from the Water Column under Transformation/Dissolution Conditions for Chronic Hazard Classification ,"Philippa Huntsman-Mapila, Rob Beaudoin",2017-04-27
468,Poster/Affiche ,Retrospectively assessing a historical reclaimed mining site for carbon benefits ,Suzanne Beauchemin,2017-02-03
469,Poster/Affiche ,Accelerated leaching and recovery process for actinides-free separation of rare earth element,Whittey-L√©v√©ill√©,2016-07-01
470,Poster/Affiche ,Application of the Transformation/Dissolution Protocol to determine the rate and extent of removal of metals from the water column for chronic hazard classification.,Philippa Huntsman-Mapila,2015-11-17
471,Poster/Affiche ,Examination of the Removal of Metals from the Water Column under Transformation/Dissolution Conditions for Chronic Aquatic Hazard Classification.,Philippa Huntsman-Mapila,2015-10-28
472,Poster/Affiche ,RECOVERY OF RARE EARTH ELEMENTS FROM MINING AND MINERAL PROCESSING,Rory Cameron,2015-10-08
473,Poster/Affiche ,A new approach to the aquatic hazard classification of massive-form metals,Philippa Huntsman-Mapila,2015-09-25
474,Poster/Affiche ,Stirred-tank Bioleaching of Pyrrhotite Tailings,"Cameron, Rory",2015-02-04
475,Poster/Affiche ,Microbial Community in Acidic Tailings Reclaimed with Organic Cover,"Clemente, Joyce",2015-01-27
476,Poster/Affiche ,Metal Sequestration in biochar suspensions,"Clemente, Joyce",2014-06-05
477,Poster/Affiche ,Determining the effect of a reduced YCT diet on the Ceriodaphnia dubia sub-lethal toxicity test in soft water in relation to the MMER-EEM Program.,"King, Morgan",2014-05-26
478,Poster/Affiche ,Strategy for Efficient High-spatial Resolution X-ray Microanalysis of Trace REE in Complex Systems,"Thibault, Yves",2014-04-24
479,Presentation/PrÈsentation,Assessing the fate of metal-bearing tailings dust from two abandoned mine sites,"Michael Smith, Linda Campbell",2021-02-23
480,Presentation/PrÈsentation,Streamlining the mine permitting process,"Laura Thomas, Michelle Levesque, Rawya Tsuji",2021-02-12
481,Presentation/PrÈsentation,Evaluating the transport and fate of metal-bearing tailings dust into surface water: Focus on Cd deposition ,"Amy Cleaver, Philippa Huntsman, Carrie Rickwood ",2021-02-10
482,Presentation/PrÈsentation,Understanding Ground Support Behavious for Improved Mine Safety: A Review of Static and Dynamic Testing at CanmetMINING's Ground Control Lab,"Devan MacDonald, Steve Gaines",2021-01-18
483,Presentation/PrÈsentation,Optimization of a Green Eluent for Scandium with Significantly Improved Elution Efficiency,Mehdi Mostajeran and Rory Cameron,2021-01-07
484,Presentation/PrÈsentation,Concept presentation: Mining complex waste heat recovery,Yan Germain,2020-12-02
485,Presentation/PrÈsentation,Pr√©sentation de concept :R√©cup√©ration de chaleur sur les complexes miniers,Enrique Acuna-Duhart,2020-12-02
486,Presentation/PrÈsentation,Digital Streamlining Technologies for Mining Regulatory Processes Workshop Report,"Laura Thomas, Rawya Tsuji, Julie Deriaz, Emmalie Tomini, Michelle Levesque",2020-11-27
487,Presentation/PrÈsentation,Windblown Tailings Dust as a Source of Metal to Surface Water  ,"Heather Jamieson, Amy Cleaver, Philippa Huntsman, Carrie Rickwood, Alex Bailey",2020-11-26
488,Presentation/PrÈsentation,Smart Support for Better Ground Control,"Yves Quenneville, NRC; Zhigang Sun, NRC; Ren√©e Royer, CMIN; Lindsay Smith-Boughner, ESG Solutions",2020-11-16
489,Presentation/PrÈsentation,Development of new laboratory methods on ground support for underground mining applications,Devan MacDonald and William Render,2020-11-12
490,Presentation/PrÈsentation,Digital Streamlining Technologies for Mining Regulatory Processes,Emmalie Tomini Connie Smith,2020-11-04
491,Presentation/PrÈsentation,Draft Canadian Federal Water Quality Guidelines for Rare Earth Elements,"Sushil Dixit (ECCC), Josh Baker and James Elphick (Nautilus Environmental)",2020-10-27
492,Presentation/PrÈsentation,A 47 Year ‚Äì Reputation for Excellence: Canadian Certified Reference Materials Project and Proficiency Testing Program ‚Äì Mineral Analysis Laboratories,"Maureen Leaver, Diane Desrochers, Jeffrey Scott",2020-10-13
493,Presentation/PrÈsentation,Where There's a Wheel There's a Way,"John Le, Enrique Acuna-Duhart, Mark Goode",2020-10-07
494,Presentation/PrÈsentation,REE solubility and the influence of food in chronic toxicity testing,"Josh Baker, Karen Lee, James Elphick (Nautilus - external)",2020-09-30
495,Presentation/PrÈsentation,Toxicity of REEs and the issue of solubility,"Josh Baker, Karen Lee, James Elphick (Nautilus - external)",2020-09-30
496,Presentation/PrÈsentation,CCRMP and PTP-MAL Highlights FY 2019 to 2020 for Technical Advisory Committee,"Maureen Leaver, Diane Desroches and Jeffrey Scott",2020-09-24
497,Presentation/PrÈsentation,Streamlining Regulatory Review of  Mining Projects,Connie Smith,2020-09-14
498,Presentation/PrÈsentation,Cr oxidation in Ring of Fire ferrochrome smelter dusts,Dogan Paktunc,2020-09-01
499,Presentation/PrÈsentation,Cr(VI) in ferrochrome smelter dusts from pilot-scale DC arc furnace,"Eleanor Berryman, Dogan Paktunc, David Kingston",2020-05-27
500,Presentation/PrÈsentation,An Approach to Monitoring Dust in Environmentally Sensitive Areas,"Angela Pickett, Philippa Huntsman, Peter WHite, Carrie RIckwood",2020-04-23
501,Presentation/PrÈsentation,Developing Data Driven Planning Strategies for Haulage Fleet,"Emmalie Tomini, John Le, Enrique Acuna",2020-04-01
502,Presentation/PrÈsentation,Recovery options for iron and sulphur produced during nickel extraction from (bio)leaching of pyrrhotite tailings,"Joanne Gamage McEvoy, Yves Thibault, Suzanne Beauchemin",2020-03-04
503,Presentation/PrÈsentation,Alternative to acid baking water leaching:  Acid soaking water leaching of REE bearing ore samples,"Chen Xia, Wesley Griffith, Ceferino Soriano, Eden Barry",2020-01-13
504,Presentation/PrÈsentation,Cr oxidation in Ring of Fire ferrochrome smelter dusts,"Eleanor Berryman, Dogan Paktunc, David Kingston",2020-01-06
